,Unnamed: 0,Unnamed: 0.1,instagram_likes,instagram_followers,created_at,title,#cocacola,#coke,#love,a,#drink,#cola,my,i,#me,#instagood,the,#followme,#summer,#like,#red,#name,#coca,with,#instagram,coke,#follow,#friends,#happy,coca,de,#picoftheday,to,#share,cola,#photooftheday,:),and,#my,#food,#tagsforlikes,me,#instadaily,#cool,#instamood,la,#fun,#cute,this,#girl,in,#with,#like4like,#swag,is,of,day_week,hour_day
498,498,498,1.0,1.0,2013-06-13T21:52:56Z,#cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
499,499,499,1.0,1.0,2013-06-13T21:52:56Z,#cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
500,500,500,1.0,603.0,2013-06-13T21:52:55Z,#mcdonalds #costaneracenter #burger #cocacola #potatoes #tasty #delicious #food #foodporn #friends #instafood #instapic #instamood #follow4follow #like4like #f4f #l4l,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,21
501,501,501,4.0,247.0,2013-06-13T21:52:54Z,Divida essa coca com o seu amor ❤#coka#love#amore#amor#drink#instapic #instagood#instamood#picoftheday #italy#inlove#cocacola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
502,502,502,3.0,133.0,2013-06-13T21:52:54Z,#buddha #tiny #cokebottle #cocacola #coins #money #richbitch #craig #masterpiece #chillin #upthere,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
503,503,503,9.0,267.0,2013-06-13T21:52:53Z,#day #like  #follow #instagood #followme #fun #lol #life #young #forever #daydream #smile #new #love #beautiful #hair #hairstyle #photo #good #afternoon #cocacola #sushi #kushiage,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21
504,504,504,3.0,39.0,2013-06-13T21:52:50Z,#coke #cola #cocacola #drink #getränk #trink #trinken #red #bnw #bnw_life #sw #blackandwhite #schwarzweiss #lamp #holiday #fun #relax #enjoy #amazing #hotel #vorhang #spiegel #hotel #man #türkei #turkye,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21
505,505,505,1.0,71.0,2013-06-13T21:52:50Z,Happiness Machine :) #happiness #coke #cocacola #soda #machine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
506,506,506,5.0,609.0,2013-06-13T21:52:49Z,MON Coca ahaa #cocacola #hairstyle #braid #blonde #streetstyle #gold #colette #girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21
507,507,507,60.0,1429.0,2013-06-13T21:52:48Z,Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
508,508,508,152.0,1429.0,2013-06-13T21:52:48Z,§ My Room §,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
509,509,509,4.0,295.0,2013-06-13T21:52:47Z,Crack a bottle #cocacola #soda #rainin #weather #is #gay #summer #is #here,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
510,510,510,43.0,1429.0,2013-06-13T21:52:45Z,מרגישים את הקיץ מגיע...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
511,511,511,1.0,46.0,2013-06-13T21:52:45Z,im famous bitch. #cocacola #sign #oliver #lol #summer #viby,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
512,512,512,61.0,391.0,2013-06-13T21:52:44Z,with @aannaaq  have a nice evening!! :-),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
513,513,513,85.0,1429.0,2013-06-13T21:52:43Z,Summer ☀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
514,514,514,0.0,62.0,2013-06-13T21:49:52Z,#bal #dans #svett #cocacola #fanta #kul #ontifötter #sista #låten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
515,515,515,5.0,124.0,2013-06-13T21:49:52Z,I'm happy!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
516,516,516,6.0,67.0,2013-06-13T21:49:51Z,#cocacola#coca#follow#followme#follow4follow#tag#tag4tag#tagforlife#tagforlikes#like#new#love#likes#girl#girls#cola#lalala#lalalalala#me#young#young#todos#table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
517,517,517,6.0,276.0,2013-06-13T21:49:50Z,This So Awesome! #CocaCola #CocaColaLovers #InstaLove #Like #Follow4Follow #BackFollow #Red #Nails #Love #Follow,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21
518,518,518,3.0,207.0,2013-06-13T21:49:48Z,#universalstudios#usa#2013#beetlejuice#tween#smile#wi#taptap#tagsforlikes#f4f#like4like#hungry#cocacola#tshirt#lovs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
519,519,519,0.0,223.0,2013-06-13T21:49:48Z,Cola räddar liv #LIVETSdryck #Cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
520,520,520,6.0,2210.0,2013-06-13T21:49:47Z,"Couple of the week! 
#radcouple #radness #babe #mensfashion #mensstyle #dtla #shopdtla #shophausoflove #artwalk #dtlastyle #fashion #style #streetstyle #neon #vintage #loverhat #gypsyjunkies #rojas #emergingdesigners #avantgardestreetstyle #unitedcouture #cocacola",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21
521,521,521,0.0,36.0,2013-06-13T21:49:45Z,Uličníci ? #WTF ? #ShareACoke #CocaCola #CZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
522,522,522,0.0,1053.0,2013-06-13T21:49:44Z,#cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
523,523,523,1.0,95.0,2013-06-13T21:49:44Z,Yaaay finally found my name :) #coke #cocacola #bottle #Roisin #took #me #ages #to #find #hospital #unexpected #happy #shocked #loveit #instagram #instateen #instafun #doubletap #followme #like4like,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,21
524,524,524,1.0,118.0,2013-06-13T21:47:06Z,Best drink ever! #mexican #cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
525,525,525,1.0,288.0,2013-06-13T21:47:06Z,From my boo  #fineste #søta #cocacola #name,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
526,526,526,6.0,2.0,2013-06-13T21:47:05Z,#tagsforlike #iphonesia #followforfollow #follow4follow #like4like #picoftheday #photooftheday #me #girl #cool #lhamas #cocacola #1D #paris #france #italy #london,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,21
527,527,527,2.0,166.0,2013-06-13T21:47:04Z,Siandien vakaras su vienu vyru is kelto kuriais galima pasitiket ! #girls #just #wanna #get #fun #jameson #cocacola #ice #drinking #instago #jj #photooftheday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,21
528,528,528,1.0,269.0,2013-06-13T21:47:03Z,"Como No Puedo Estar En Reynosa, Esto Basta! Coctel de Camarón & Una Poderosa Mexicana!! Y Que No Falten Las Immortales De La Rocio Durcal y Pepe Aguilar!! Ajua! #cocacola #mexicana #glutto #jackdaniels #foodporn #foodgasm #pitachips #healthy #teambfit",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,21
529,529,529,19.0,87.0,2013-06-13T21:47:03Z,#textcamera #love #instagood #me #cute #tbt #photooftheday #follow #beautiful #girl #picoftheday #happy #instadaily #like followme #instamood #igers #eyes #tagsforlikes #l4l #instacollage #statigram #nice #all_shots #selfie #fun #pizza #patatine #fritte #cocacola #ristorante,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,3,21
530,530,530,2.0,125.0,2013-06-13T21:47:02Z,#cocacola #amica #lattina #pizza #go #out #friends #fun #instacool #instaitaly #instaphoto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21
531,531,531,3.0,45.0,2013-06-13T21:47:01Z,Work cup),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
532,532,532,1.0,42.0,2013-06-13T21:46:59Z,#tesoro #bellanapoli #pizzeria #cenadiclasse #istalove #cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
533,533,533,0.0,74.0,2013-06-13T21:46:58Z,#cocacola #icecream #sad #delicious #m&m #love #fantastic #caloriesSad #fat #food,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
534,534,534,54.0,4480.0,2013-06-13T21:46:56Z,"@radmilka20  Radmila

Always a nice suprise from my lover from Dover...  YOU_DO_THE_POSE___I_DO_THE_POST_!!! You really should Follow this lovely IG-starlet @radmilka20 @radmilka20 @radmilka20 @radmilka20  2776",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21
535,535,535,4.0,80.0,2013-06-13T21:46:54Z,#instacollage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
536,536,536,1.0,447.0,2013-06-13T21:46:52Z,#cocacola #soda #igers #igersrd #igersrepdom #igersdominicana #instadominicana #instagood #instamood #instagramer #igeroftheday #instadaily #picoftheday #photography #photooftheday #random #snapseed #bestoftheday #likeforlike #l4l,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21
537,537,537,0.0,149.0,2013-06-13T21:46:49Z,#coke #cocacola #friend #drink #energy #finals,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
538,538,538,1.0,595.0,2013-06-13T21:46:48Z,#top #of #head #missing #oops #aaa #hair #down #jumper #moustache #cocacola #phone #case #soo #cool #cracked #now sadface #love #inlove #aww #lovehim #itsallhim #lips #pink #aww #okayy #bye,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21
539,539,539,0.0,48.0,2013-06-13T21:46:47Z,#cocacola#misiek#skarb#pitku#on#kocham#wejherowo#poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
540,540,540,0.0,40.0,2013-06-13T21:46:46Z,#condividiunacocacola #cocacola #ilprof #ilvip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
541,541,541,3.0,41.0,2013-06-13T21:46:45Z,#instacollage #instadaily #instagood #instamood #coke #cola #cocacola #rasberry #rasberries #green #pink #palm #pamltrees #miami #beach #miamibeach #beautiful #pretty #nailpolish #stawberries #smoothie #cool #awesome #nice,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,21
542,542,542,2.0,248.0,2013-06-13T21:46:44Z,#beatsbydre#dre#cocacola#drink#song#nightclub#scarface#funk#soul#vinyl#paris#dubai#london#newyork#miami#men#girl#kiss#cute#beach#music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
543,543,543,3.0,12.0,2013-06-13T21:44:11Z,#fashion #model #models #thin #skinny #skinnygirl #skinnyboy #thingirl #diet #dietcoke #cocacola #summer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
544,544,544,3.0,50.0,2013-06-13T21:44:10Z,El tiempo pasa pero no los recuerdos #petit #guapo #cocacola #anuncio #mecomo #mefo #recuerdos #infancia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
545,545,545,4.0,192.0,2013-06-13T21:44:09Z,#food #yammy #nam #hungry #hamburger #wings #restaurant #cocacola #eating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
546,546,546,1.0,66.0,2013-06-13T21:44:03Z,#CocaCola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
547,547,547,1.0,65.0,2013-06-13T21:44:02Z,#cocacola #kierownik #imprezy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
548,548,548,1.0,57.0,2013-06-13T21:44:01Z,#Cocacola #sed #tazon #zero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
549,549,549,12.0,200.0,2013-06-13T21:44:00Z,Rango na Mansão Mazloum.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
550,550,550,2.0,25.0,2013-06-13T21:43:57Z,#mon #cocacola ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
551,551,551,1.0,92.0,2013-06-13T21:43:55Z,"My foodiness struck me again. Found an Alfredo Sauce, some bacon at the fridge and cooked me an ultra fast pasta. Coz I wanna save the parfait for dinner.  #notsohealthy #pagmaytime #ragu #alfredo #pasta #foodporn #foodgasm #coke #cocacola #tanghalian",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
552,552,552,1.0,195.0,2013-06-13T21:43:54Z,Jawooooll :D übel #gut #prinzessin #coca #cola #cocacola #niggers #bitch #please #bitchplease #i #hate #coke #haha #yolo #friends #chillen #millen #peace ✌,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
553,553,553,7.0,1725.0,2013-06-13T21:43:52Z,Nice we gift sent from CocaCola #cocacola #michael #gift,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
554,554,554,0.0,13.0,2013-06-13T21:43:51Z,Без еды и другой вкуснятины инстаграм-не инстаграм #cocacola #cherry #sweet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
555,555,555,1.0,278.0,2013-06-13T21:43:50Z,Jade Louise!! My brother to nice to me recently!!! #cocacola #happy #love,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
556,556,556,2.0,38.0,2013-06-13T21:43:49Z,favorite #cola #cocacola #hellokitty #cute #strawberries #strawberry #drink #food #yum #love #favorite #tagsforlikes,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21
557,557,557,0.0,185.0,2013-06-13T21:43:48Z,#quanto#mais#rafa#melhor#cocacola#nome#my,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
558,558,558,0.0,79.0,2013-06-13T21:43:47Z,Who the fuck has this name? #coke #cocacola #kebabvan #turks #instapic,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21
559,559,559,0.0,45.0,2013-06-13T21:43:46Z,#cocacola #like #girl #xoxo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21
560,560,560,0.0,100.0,2013-06-13T21:43:45Z,My fully restored Raleigh Reynolds 531 single speed. #singlespeed #fixie #raleigh #reynolds531 #coke #cocacola #red #vintagephotography,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
561,561,561,,,2013-06-13T21:43:42Z,Encontre mi Apellido ♥ en las botellas de #CocaCola xP http://t.co/19jmM6C8S4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
562,562,562,,,2013-06-13T21:43:41Z,"#CocaCola #Vincent @Daaamn_vins Vous pouvez creuver les vincent, je partage pas. http://t.co/Zub3YOMuYA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
563,563,563,0.0,135.0,2013-06-13T21:41:04Z,Found my name finally :D #cocacola #cokezero #kirsty #reflection #name #bottle,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
564,564,564,8.0,424.0,2013-06-13T21:41:02Z,Healthy dinner :D #sea #holiday #food #fishandchips #fried #fastfood #chips #fish #fries #italy #tuscany #dinner #healthy #unhealthy #diet #fuckdiet #fat #food #yum #instafood #foodstagram #all_about_food_pic #coke #cocacola #soda #jj #pic #photo #best #like,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
565,565,565,0.0,671.0,2013-06-13T21:41:02Z,#viennafashionnight #cocacola #limitededition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
566,566,566,0.0,124.0,2013-06-13T21:41:01Z,Hasta el ultimo momento berrinchuda #weloveyou #cocacola #chsa @p_castillo_h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
567,567,567,2.0,50.0,2013-06-13T21:41:00Z,#seven #CocaCola #and #dwo #Kofola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
568,568,568,1.0,59.0,2013-06-13T21:40:59Z,#lozio#cocacola#red#black#cocazero#instagram #tagstagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
569,569,569,0.0,86.0,2013-06-13T21:40:58Z,#internet #and #cocacola é oque teno pra Hoje! :3 :3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
570,570,570,0.0,93.0,2013-06-13T21:40:58Z,Found one finally!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
571,571,571,0.0,185.0,2013-06-13T21:40:57Z,Despues de este turno pesado la recompensa #pizza #cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,21
572,572,572,1.0,122.0,2013-06-13T21:40:56Z,#mom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
573,573,573,2.0,525.0,2013-06-13T21:40:53Z,Found it:') #instahub #instadaily #ireland #coke #cocacola #name #niamh #lol #tagsforlikes #tagstagram #tweegram #funny,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
574,574,574,1.0,457.0,2013-06-13T21:40:50Z,Never been to a touch screen fountain machine. #cocacola #coke,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
