,Unnamed: 0,Unnamed: 0.1,instagram_likes,instagram_comments,instagram_followers,country,title,zip,kmeans,#cocacola,#coke,#love,a,#drink,#cola,my,i,#me,#instagood,the,#followme,#summer,#like,#red,#name,#coca,with,#instagram,coke,#follow,#friends,#happy,coca,de,#picoftheday,to,#share,cola,#photooftheday,:),and,#my,#food,#tagsforlikes,me,#instadaily,#cool,#instamood,la,#fun,#cute,this,#girl,in,#with,#like4like,#swag,is,of
2069,2069,2069,0,0,37,,#my #cocacola #instacool #instalove #instadrink #drinking,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,2070,2070,1,0,21,,#cocacola #taste #good #today #with #my #best #friend #funny #lol #yolo #wtf!? #love #you @kaddie_strange <3,,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2071,2071,2071,5,0,100,,#share #a #coke #with #Sharon #Hendrik #Danny #cocacola #red #hmmmm #swag #vol #leeg #flesje #dopje #bottle #swaggie @sharonhuisjes,,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2072,2072,2072,1,0,311,,Drinks on me ... #icetea #cocacola #drinks #fresh,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,2073,2073,0,0,2,Mexico,#g3fabricacion #diseno #fabricacion #instalacion #aulamovil #cocacola #mexico #unico #creativo #color,64718,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,2074,2074,1,0,52,,FÃ¸lte jeg mÃ¥tte kjÃ¸pe denne i dag. Har jo tross alt fire fantastiske sÃ¸streï‘_ï‘_ #cocacola#sÃ¸ster#sister#red#summer#nofilter,,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,2075,2075,0,0,110,,#cocacola #parladime,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,2076,2076,2,1,27,,BÃ_t bÃ_t atÄ±yor kalbim,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,2077,2077,1,0,175,,#jeanpaulgaultier #cocacola #pink #karla,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,2078,2078,1,0,62,,#condividiunacocacola#cocacola#come#non#pensare#a#mia#sorella#,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,2079,2079,1,0,196,,Ice cold Coca Cola #cool #icecold #cocacola #coke #hot #summer #drink #taptap #tapsforlikes #followme,,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2080,2080,2080,5,2,643,United States,2nd lunch. #chipotle wasn't enough! ï”¥ï”¥ï”¥ï”¥,33178,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,2081,2081,2,0,393,Italy,"@rac_m tutta per te, love! âù_âù_ï˜˜ #condividi #questa #cocacola #con #il #tuo #tesoro #coke #nomi #rossa #bianca #etichetta #lattina #tavola #nuove #lattine #senigallia",60019,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,2082,2082,0,0,117,,Great photography #cocacola #cherry,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,2083,2083,266,11,5314,Brazil,"I can't waste time, so give it a moment. I realized nothing's broken...no need to worry about everything I've done, lived every second like it was my last one.",13290-000,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,2084,2084,1,0,73,Italy,"â™€ + â™€ = â™¡
â™‚ + â™‚ = â™¡  #eyes #mascara #occhi #marroni #color #cocacola #ciglia #capelli #ricci #brown",80026,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,2085,2085,1,0,96,,#cocacola #supermarket #now #imlovinit #italy #italia #spesa,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,2086,2086,0,0,81,,Condivisione ïŒç #haveacoke #cocacola,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,2087,2087,,,,,Amo a #cocacola http://t.co/k3VJtuuSHP,,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,2088,2088,,,,,J'AI TOUVÃ‰ MON COCA-COLA !!!! :D #Camille #CocaCola http://t.co/dCCJLhBsjM,,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,2089,2089,,,,,Certo che a pensarci bene che me ne frega della bottiglia della #cocacola se poi mi scovano qst! Grazie @damyviola ï˜Å http://t.co/d2gSCot8GF,,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,2090,2090,,,,,Finally! #cocacola http://t.co/Ljni8Kq7O7,,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,2091,2091,3,0,68,,"No, fuck off, I don't do sharing! #coke #sharing #fuckoff #cocacola #bored #nofilter",,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,2092,2092,5,0,213,,"Moziii :D 5l popcorn, 1l cocacola xd #popcorn #cocacola #mozi #today #bestday #day #crazy #stupid #funny #szeged #cinema #city #like #follow #followme",,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,2093,2093,3,0,517,Israel,#CocaCola #flavoroflife #tasty #appetizing #love #red #juicy #yummy #drink #thirst #yum,,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,2094,2094,5,2,633,,Zdrava vecera! :D #healthy#dinner#sandwich#ham#yogurt#fruits#raspberry#cocacola#zero#insraphoto#instamood#instalike#instafollow#followme#like4like#tagsforlikes#food#eat#instafood#foodporn,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,2095,2095,1,0,16,,#cocacola #love #family #boyfriend #follow4follow  #followme #followback,,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,2096,2096,0,0,112,,#bufkes #koning #cocacola #jalekker,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,2097,2097,2,0,188,Italy,Treasure <3 #cocacola #drink #treasure #dinner #brother #thebluelighteyes #blogger #italy,10024,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,2098,2098,0,0,33,,#cocacola#zmeczona#carrefour @olinekk01 @owocowyshakexd @lubiegruuszki,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,2099,2099,1,0,29,Russia,_’ÑÅ_µ____ 3 Ñ‡_°ÑÅ_° __ __Ñ‡_µÑ€_µ_´_¸ _¸ ÑÅÑ‚_°_º_°__Ñ‹ _____¸!!! #ÑÅÑ‚_°_º_°__Ñ‹ #_°_ºÑ†_¸Ñè #cocacola,109377,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,2100,2100,1,0,87,,#milka #cocacola #thursday #va #taip #leidziam #laika #atostogos #skanaus #man #saldinames #gyvenima #instagram,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,2101,2101,3,1,355,,#przyjaciel #just #friends #cocacola #trening #hihi #padam #z #nog #love #why #sad #instagood #tagsforlikes,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,2102,2102,0,0,2,Mexico,#aulamovil #g3fabricacion #diseno #fabricacion #instalacion #cocacola #mexico #unico #rotulo,64718,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,2103,2103,21,0,758,,#shareacoke #coke #cocacola,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,2104,2104,3,0,253,,#pizza #food #instafood #italianfood #cocacola  #pizzadipendente #brie #zucchine #cipolla #relax #cena #sola #soletta #solocosebelle #anzi #buone,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,2105,2105,1,0,92,Russia,_—_°_±Ñ€_°_»_° _´___»_____¶_´_°____Ñ‹_µ ÑÅÑ‚_°_º_°__Ñ‡_¸_º_¸ #cocacola #like #drink #glass,109469,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,2106,2106,0,0,182,,The Moe's in Oviedo better get one of these real soon. #cocacola #100differentflavors #moes #raleigh,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2107,2107,2107,0,0,280,,Typical. #cocacolanames #cocacola #wheresmyname #smartmarketingskills #fuckhashtags,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,2108,2108,14,1,185,,#cocacola #coke #shareyourcoke #shareyourcokewith #teiledeincola #teiledeincolamit #share #teilen #cool #awesome #fabian #fabi,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2109,2109,2109,7,0,77,,Love. #cocacola#amore#campeggio#friends#me#june#smile#happy#sunshine#iphonesia#instagood,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,2110,2110,1,0,85,Germany,#coke #coca #cola #cocacola #freund #freundin  #friends @katsamui @kiameli_he @gioialucia @oizumonafets @bibce @carlosbcn13 @porlamar @solarzphotode,60549,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,2111,2111,2,1,167,,Une maison en canettes ....,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,2112,2112,0,0,364,,Middag med pappi #pappa #dad #dinner #father #salad #mosebacketorg #food #mat #hungry #hungrywithfood ##health #health #cocacola #colalight #tags4likes #tagsforlikes #maaaat #hungrygirl ##afterwork #eatanddrink #thurstygirl #thursty,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,2113,2113,0,0,33,,#cocacola #kitchen #university #coke #comic #nigde,,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,2114,2114,2,0,1378,,OOH FWENDS #friends#love#coke#cocacola#yummy#drink#zero#meal#happy,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2115,2115,23,1,399,,Yeey! Thankyou @andrewironsidee,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,2116,2116,7,0,179,Italy,#cocacola #brothers #summer #sunset #instaphoto #instadaily #instalove #instagood #10likes #15likes #20likes #25likes,98057,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,2117,2117,0,0,72,Italy,Figata! #cocacola,41030,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,2118,2118,1,0,58,,#cocacola,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,2119,2119,4,0,284,,#cocacola#smile#drink#sorridi#gratis#babbo#morto#work#who#bring#me#friends#loving#instacoca#followme,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,2120,2120,1,0,164,,#finally#cocacola#coke#myname#name#awesome#shareacoke#share#dream#mylove,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,2121,2121,0,0,104,Ireland,Omnomnom #delicious #yum #coke #cherrycoke #cocacola,17,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,2122,2122,1,0,91,,Essa e a original#cocacola@cocacola,,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2123,2123,10,0,189,,Bissle Leben genieÃŸen â™¥â˜… #model #mc #mcdonalds #foodporn #Food  #bestfriend #beautiful #day #sunny #sun #funny #enjoy #cocacola #burger #blogger #brothers #nature #creative #photographer #tamm #germany #stuttgart #Students,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,2124,2124,8,1,215,Italy,#cocacola #bottle #bottiglia #ladiva #francesca #giugno #june #instaday #instcool #follow #followme #instaitalia #italy #italia #milano #name #bibita #estate2013 #new #novitÃ ,20900,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,2125,2125,0,0,198,,Ego sum #cocacola,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,2126,2126,0,0,169,,#instacollage#Magnus#and#jonas#cocacola#nam#digg,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,2127,2127,4,0,644,,Pozriiii co som nam kupila :)! @michaelarolnikova #cocacola #bottle #marcjacobs #style #cute #loveit,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2128,2128,2128,43,0,373,,#twix #CocaCola,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,2129,2129,3,0,154,,Rakkautta ensisilmÃ_yksellÃ_! #cokis #pÃ_rinÃ_t #parasta #cocacola #love #drink #drank #drunk #hah #joke #tasoitÃ_sjutus #meininkii #kipeen #followme #like #instalike #igers,,9,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,2130,2130,0,0,463,Brazil,"Hnnn,ai sim ;9 rolezin com os friends ! #Batatafrita #gordice #cocacola #friends #delicious",13840-080,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,2131,2131,0,0,27,,Supernatural and coke!! #supernatural #cocacola #deanandsam #deanwinchester #samwinchester #tagforlikes #followme #f4f,,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,2132,2132,1,0,77,,âù_ @claireberenger #coca #cola #light  #cocacola #cocacolalight #dietcoke #names #friends,,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,2133,2133,0,1,56,Hungary,BallagÃ¡si szett! ;),1071,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,2134,2134,1,0,120,,#instaDrink On partage avec notre #exilÃ©e #Laura qui est Ã  la #RÃ©union ! ïç_ïŒ´â˜€ #CocaCola #customize #friends #CinemaParadiso w/ @clarouf7,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2135,2135,2135,0,1,99,,SÃ_ minha planilha que fica colorida e linda hehehe #trabalho #sopro #CocaCola,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,2136,2136,4,1,71,,#friend #instaphoto #instafood #mc #mcdonald #cocacola #cheeseburger #tagsforlikes #prezerseeee #photooftheday #dancer #food #smile #peace #happy,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,2137,2137,0,0,73,,Que bien sienta despuÃ©s de una tarde extra de trabajo... SÃºper merecida la tengo!! #cocacola #zero #instafood #instamoment #moments #breaktime #vigo #tapas,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2138,2138,2138,0,0,26,,Trop la classe #cocacola #laura,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2139,2139,2139,0,0,66,United States,Best invention ever! #cocacola #orangecoke #somanyflavors @msamynguyen @t_nguyen24,97086,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,2140,2140,0,0,111,United States,Around the world tray. Coke from around the world! #coke #cocacola,89109,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,2141,2141,0,0,274,France,#drink #coca #cola #in #bottles #cocacola #america #usa #us #amerique #flag #tshirt #shopping #today #happy,83130,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,2142,2142,0,0,208,Italy,#cocacola #la #diva @aleblondo,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,2143,2143,0,0,0,,Apuntes con la mejor compaÃ±Ã_a.. <3 #Branca #CocaCola #Studing,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2144,2144,2144,3,0,505,,ï‘ç #cocacola#sarah#morgane#pauline#classe#likeme#likeforlikfe#followme#followbac @sarahranty @paulinemaupu_,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,2145,2145,1,0,50,,#chillout#whit#bros#cocacola#gucci#adidas#pamir#restaurant#,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,2146,2146,3,0,163,Czech Republic,Typickej Äçtvrtek pÅ™ed uzavÃ_rÃ¡nÃ_m znÃ¡mek #cocacola #dejepis #byljsemfotit #jsemspinavejazzausima #ktm #me #rocker #summer #best #drink #motocross #mx #nesnasimdejepis,511 01,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2147,2147,0,0,120,,#instaDrink On partage avec notre #exilÃ©e qui est Ã  la #RÃ©union ! ïç_ïŒ´â˜€ #Laura #customize #CocaCola #friends w/ @clarouf7 !,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2148,2148,2148,0,0,87,,This is cool! ï˜‚ #Tall #Soda #CocaCola,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2149,2149,2149,0,0,181,,Coquias con mi ahijao #cocacola,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,2150,2150,7,0,246,Italy,#friends #fun #me #smile #dinner #donner #kebab #cocacola #fanta #love #turkey #italy #station #rimini,47921,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
