"X","Unnamed..0","Unnamed..0.1","country","title","zip","instagram_likes","kmeans"
2515,2515,"2515",NA,"#cocacola #misiek #hot #day",NA,0,"9"
2516,2516,"2516","Norway","♡♡ #coke #cocacola #herlig #digg #naaam #yumyum #fineste","7670",2,"9"
2517,2517,"2517",NA,"Ça se voit pas mais la bouteille est super grande :p",NA,2,"1"
2518,2518,"2518",NA,"#losamigosinvisibles #repeatafterme #cocacola listo @alfredozamdel",NA,0,"9"
2519,2519,"2519",NA,"sooo good",NA,3,"9"
2520,2520,"2520",NA,"❤ #cocacola #princess #love #drink #cool #love @beautypeachiii @tobiwez",NA,0,"9"
2521,2521,"2521",NA,"You make everyday matters #dinnerwithmylove @ljkjellman #forever #us #future #coke #cocacola",NA,2,"9"
2522,2522,"2522",NA,"#cocacola #amore #uscita #pausastudio",NA,1,"9"
2523,2523,"2523",NA,"Auf dich- @jenny_ul #coke #cocacola #drink #with #jennifer #best #love #sweet #nice #idea #tweet #tag #tagsforlikes #iphone #iphoneonly #instalove #instacoke #instadaily #instagrammer #like #20likes #follow .. ",NA,11,"1"
2524,2524,"2524",NA,"#amica #friend #cocacola #picoftheday #photooftheday #instacool #instamood #instaday #onlyiphone #iphone5 #summer",NA,3,"1"
2525,2525,"2525",NA,"Aunque me la tome en el curro.. Me flipa este mensaje de #cokezero #instafood #cocacola #picoftheday",NA,1,"9"
2526,2526,"2526",NA,"fuck sake #cocacola",NA,1,"9"
2527,2527,"2527",NA,"Un guillaume pour partager ;) #lol #cocacola",NA,2,"5"
2528,2528,"2528",NA,"COCA COLA made me keep the cap on so that I don't drink all of it while making the COMMERCIAL! #cocacola",NA,2,"9"
2529,2529,"2529",NA,"#coca#cola#Morgane#fashion#girl#me#you#love#fun#sun#followme#follower#sky#happy#smile#cute#webstagram#beautiful#instamood#tweegram#cocacola#light#sun",NA,1,"9"
2530,2530,"2530",NA,"Aperitivo a Roma ** #cocacola #salatini #roma #tavolino #yellow #brown #havana #club #happy #sun #sunny #dad #love #happy #happiness #instagram #instalove #instagood #instafood #instalike #buono",NA,5,"1"
2531,2531,"2531",NA,"Casa graças a god. #Trampo#work#cocacola#cansada#amazing#awesome#picofday#ônibus#lotado#br#brazilliam#simple#Sun#swag",NA,2,"10"
2532,2532,"2532","United States","I love coke-cola. I'm gonna go to a theme park and go on the rides. #yolo","94402",5,"9"
2533,2533,"2533",NA,"#cocacola#vanilla#lovedis",NA,1,"1"
2534,2534,"2534",NA,"#CocaCola ME ENTIENDE.",NA,1,"9"
2535,2535,"2535",NA,"The real thing! #cocacola",NA,0,"1"
2536,2536,"2536",NA,"#exams #food #boring #cocacola #donuts #pink #black #coockies #chocolate",NA,2,"9"
2537,2537,"2537","Mexico","#treulove#cocacola#elamordemivida#tec",NA,0,"1"
2538,2538,"2538","United Kingdom","#VanillaCoke #CocaCola #ExpectedBetter","B24 0",1,"1"
2539,2539,"2539",NA,"#Karol #cocacola #coke #legs  #haha #nauka #na #matematykę #pełną #parą #instaphoto #instacool",NA,0,"9"
2540,2540,"2540",NA,"Who seriously needs this many flavors? #cocacola #soda http://t.co/YsrKqnuZq9",NA,NA,NA
2541,2541,"2541",NA,"YEP :3 #cocacola",NA,0,"9"
2542,2542,"2542",NA,"#usando #new #shoes #coke #cocacola #tênis #me #pernas #boy #brazil  #like4like #like #followme #follow #amazing",NA,12,"10"
2543,2543,"2543",NA,"Depois de tomar #cocacola e comer #kitkat vem o #alpino hmmmmmmmm #sobremesa de gorda",NA,0,"1"
2544,2544,"2544","Italy","#cocacolabottle #cocacolaworld #cocacolaclothing #cocacola My #brother #lorenzo #name #milano #hot #drink","20121",0,"1"
2545,2545,"2545",NA,"Nobody understands my love for coca-cola!!:')",NA,10,"1"
2546,2546,"2546",NA,"#telephone #cocacola #red #walk #night #today #friends погуляем?",NA,0,"9"
2547,2547,"2547",NA,"@byalmaz i have ur bottle #cocacola ",NA,0,"9"
2548,2548,"2548",NA,"Haha wider mal zu geil gsi #sporttag #cocacola #shareacoke",NA,1,"9"
2549,2549,"2549",NA,"Yes I will <3  #cocacola #cool #loveit",NA,2,"9"
2550,2550,"2550",NA,"Cute money bottle #fivep's#cocacola#bottle#dinousaurgems#window#money#lolzz",NA,17,"1"
2551,2551,"2551","Mexico","hace calor :/ #cocacola #coca #refresco","96536",1,"1"
2552,2552,"2552",NA,"cola light #cocacola #light #zero #可口可乐 #中国",NA,1,"9"
2553,2553,"2553",NA,"Apparently am sharing a coke with #simon #shareacoke #cocacola",NA,0,"9"
2554,2554,"2554",NA,"Apenas relaxando #cocacola",NA,0,"9"
2555,2555,"2555",NA,"#CocaCola popijena flerta ni na vidiku :)",NA,0,"10"
2556,2556,"2556","Serbia","podne. :)",NA,7,"9"
2557,2557,"2557",NA,"#Teil #dein #CocaCola #mit #Patrick #Love #Coke #coolio #yolo #drinking #black #fat #yolo #boring #instagram #instagold #instalove #instacoke",NA,2,"1"
2558,2558,"2558","Italy","#condividi #cocacola con chi #sorride","83100",0,"10"
2559,2559,"2559",NA,"#cocacolanames#charlotte#cola#cocacola#mickeymouse#school#shareacokewith#followme#hi#there#boredem",NA,2,"9"
2560,2560,"2560","Italy","❤ FOONZ❗ #cola #cocacola","80145",0,"7"
2561,2561,"2561",NA,"#miss #my #honey #cocacola #rakas #picoftheday #f4f #followme #finnishgirl #follow4follow #l4l #likeforlike #tbt #tweegram #tags4likes #tagsforlikes #igerstampere #igers #jj #jj_forum #scandinavian #finnish #girl",NA,3,"1"
2562,2562,"2562","Turkey","Coca colanın çocuklarıydık biz .. #cocacola #cola #coke #happy #mutlulukçadırı","26170",2,"9"
2563,2563,"2563",NA,"#CocaCola ME ENTIENDE.",NA,0,"9"
2564,2564,"2564",NA,"Wanna be my mum? ☺ @NelliSwag #Cocacolaforyoutoo #cola #coca #cocacola #webcamtoy http://t.co/BWLS4V3E2a",NA,NA,NA
2565,2565,"2565",NA,"Share a coke with friends, French style. #CocaCola #coke #drink #friend #France #Europe #travel",NA,2,"9"
2566,2566,"2566","Russia","#Russia #friends #box #boy #America #World #london #likeforlike #legend #gato #myself #girl #usa #me #megusta #juntos #JustinbIeber #Eminem #forever #batman #Adidas #Nike #cocacola #Pepsi #swag #swagger #Moscow","420111",10,"9"
2567,2567,"2567","France","Oui oui, biensur, on est TOUS d'accord, le collège c'est fait pour bosser ;) #college #maquillage #deo #dove #cristaline #cocacola #miroir #eastpal #cahier #giletpetitbateau #toilettes","33640",0,"9"
2568,2568,"2568",NA,"Spéciale dedi a la couz de @bbeygirly :) (ou le jour ou j'ai passé un quart d'heure la tête ds les congelos de monop a regarder les bouteilles de coca.) #cocacola#monoprix#name#nom#prenom#special#dedicace#charlene#drink#drinking#soda#afternoon#afterschool#bff#best#couz",NA,1,"10"
2569,2569,"2569",NA,"הבטחתי לעצמי שאני לא אתלהב כשאני אראה בקבוק קוקה קולה עם השם שלי, אבל אי אפשר להתעלם מזה חחח #tbt #cocacola",NA,0,"9"
2570,2570,"2570",NA,"",NA,1301,"8"
2571,2571,"2571",NA,"My Lil precious #tbt #kitten #kitty #cats #blueeyes #catsofinstagram #baby #kittens #pet #petsofinstagram #instaanimalct #cocacola #puzzle #swag #cutie #cute #Lilly #love #purple ",NA,5,"1"
2572,2572,"2572",NA,"FINALLY!! #yay#chloe#shareacokewithchloe#coke#cocacola#happy#today#w5#with#science#club#hahahaha#somuchfun#tagsforlikes#tagsforfollows#jj#love",NA,4,"10"
2573,2573,"2573",NA," #CocaCola #vanilla #soda",NA,1,"1"
2574,2574,"2574","Egypt","Instead of throwing them away, creative ideas needed for used #cocacola glass bottles",NA,0,"1"
2575,2575,"2575","Hungary","Végre találtunk egyet #cocacola #coke #myname #name #foryou #neked #nekedisegy #nekedisegycocacola #refreshing","9026",0,"9"
2576,2576,"2576","France","#instafun #instagood #coca #cola #drink #cocacola #love #instaphoto #like4like #pornfood","69005",2,"1"
2577,2577,"2577",NA,"Every once in a while I gotta have my coke. #cocacola",NA,0,"9"
2578,2578,"2578",NA,"#dorina #coke #cocacola #zero #happiness #smile #best #cola #followme #good #instapicture #instagram #love",NA,4,"9"
2579,2579,"2579","Denmark","Yes!! #finally! #hadmyownfuckingcola #sotired of #havingtoshare with #emma and #david and #thelistgoeson #freedom #yesyesyes","2450",1,"9"
2580,2580,"2580",NA,"#McDonalds #with #my #friend #CocaCola #sunsunsun #summer #fun #smile #girl #phone #instaphoto #instalike #instafollow",NA,5,"9"
2581,2581,"2581",NA,"ga je een soort high tea houden in de pauze met je vriendinnen kom je op het idee een colabeker toren te bouwen word die bekogeld door flessen en eten eindigd het met een heel voetsel/flessen gevecht door de hele aula #goodlife #fun #school #lol #crazytimes #cocacola #hightea #friends #kader",NA,1,"9"
2582,2582,"2582",NA,"Wot is this #chiquito #drink #lime #green #looks #like #slime #cocacola #amazing #instagood #instadaily #like4like",NA,6,"10"
2583,2583,"2583",NA,"Finally haha! #coke #Anna #me #myname #cocacola #zero #yummy #refreshing #yaay #name #sugarfree #danishgirl #danish #wee",NA,2,"1"
2584,2584,"2584","Egypt","Nothing is better than a calm time in @almaqarr #cocacola #instamaqarr #haty_bosa_yabt",NA,0,"1"
2585,2585,"2585",NA,"Lip smacker Coca-Cola  #lipsmacker #cocacola #funny #lips",NA,3,"10"
2586,2586,"2586",NA,"#happymeal #mcdonalds #mcnuggets #cocacola #love #sunnyday #carlsbad",NA,1,"9"
2587,2587,"2587",NA,"Zivot moj. ♥
#podeliradost #cocacola",NA,0,"9"
2588,2588,"2588","Serbia",NA,NA,3,"9"
2589,2589,"2589",NA,"#share #with #family #school #friends #stupidesquisetejent #yo #swagg #swaggué #end #coke #cocacola #vongue #sexy #loveee @bombaglat @tomardn",NA,1,"10"
2590,2590,"2590",NA,"#Felicidad en tan solo una #botella . Pero se me agota #cocacola #m16a4 #9900 #bold #cristian",NA,0,"9"
2591,2591,"2591",NA,"#coca #cola #cocacola #drink #fatboy #friend #finland #happy  #like4like #like #huuh #swag",NA,4,"9"
2592,2592,"2592",NA,"TFLers #tweegram #photooftheday #funny #amazing #followme #friends #look #instalike #igers #picoftheday #cocacola #instadaily #instafollow #like #girls #iphoneonly #instagood #bestoftheday #instacool #instago #all_shots #follow #webstagram #colorful #my #girl @laurabusquets09",NA,3,"1"
2593,2593,"2593",NA,"FINALLY #coke #cocacola #bottle #name #me #yay",NA,0,"5"
2594,2594,"2594",NA,"#cocacola",NA,0,"9"
2595,2595,"2595",NA,"Коллекция собрана  #cocacola",NA,0,"9"
2596,2596,"2596",NA,"#likeverylike#lover#beautiful#sexy#lindo#topmodel#charmous#kiss#fallowme#momentspic#bestpic#great#look#thisme#kiss#me#now#job#cocacola#best#more#peaceandlove#likeeverbody#nicepic#prince",NA,1,"9"
2597,2597,"2597",NA,"Oh the joy of seeing your own name on a Coke bottle! #coke #Matthew #shareacoke #cola #drink #cocacola #uk #britain #england #geek #nerd #whovian #joy #happy #happiness #yay",NA,3,"9"
2598,2598,"2598","United Kingdom","Got to love it! @Luke_Jarratt with his personalised #cocacola! http://t.co/xnoTHAISTa","DN33 3",NA,NA
2599,2599,"2599","Italy","Yes we also have our Coca Cola! #iphone #iphone4 #iphone4s #asian #pinay #pinoy #filipino #proud #instamood #instaday #happy #smile #moments #cocacola #condividiunacocacola #khisley #markkennedy #makhi&kensley #kathy&glenn #vdc #viadelcorso #adidas #muchlove #lotsoflove #spreadlove #followme","00168",6,"10"
2600,2600,"2600",NA,"É isso! #eat #instafood #instapic #coke #lasagna #cocacola #lasanha #delicious #love",NA,3,"1"
2601,2601,"2601","Iraq","#FinalExam #BestFriends #BestSister #MySister #LoveIt #CocaCola #FunTime #UOT #UniversityOfTechnology #Baghdad #Iraq",NA,6,"10"
2602,2602,"2602",NA,"Robertiņš arī bija! :o #cocacola #words",NA,0,"9"
2603,2603,"2603",NA,"#mirienda #colacaito  #red #ñam #topadentro #pepis #home #sweet #home #original #quenomelocambien #buenadieta #cocacola #love #repeat #finished #buah!",NA,4,"9"
2604,2604,"2604",NA,"Aww @vpiatek send me that #CocaCola #friends #share",NA,14,"1"
2605,2605,"2605",NA,"A mans best friend on a hot ass day.....#atwork  #cocacola #breaktime #workchucks #compresserindabackround #fwm",NA,2,"9"
2606,2606,"2606","Italy","#claudio #cocacola #cola #summer #italy #messina #zangari","98125",1,"9"
2607,2607,"2607",NA,"Haha what the heck  löysin :D #my #weird #finnish #name #cocacola #drink #riikka #cool",NA,3,"9"
2608,2608,"2608",NA,"My chill time... #coca-cola #cocacola #coke #chillin #chill #chilltime #chillintime #time #greatshot #goodmoment #cool #good #photoaboutmylife #photoaboutme #photograpy #android #instaphoto #instachill #instacool #instagood #instafunny #instamood #instagram #followme #follow #followback #doubletap #like #like4like",NA,9,"10"
2609,2609,"2609",NA,"#Cocacola #jum. #sharewithfriends",NA,0,"9"
2610,2610,"2610",NA,"#phonecase #colours #cocacola #cute",NA,1,"9"
2611,2611,"2611","Brazil","Achei minha coca o/ @malicut  haha #coke #maira #cocacola","23906-410",0,"9"
2612,2612,"2612",NA,"Juju cooling the Black Spiced Captain Morgan #jujuthemonkey #instaguchi #captainmorgan #blackspiced #rum #rumster #black #white #ice #coke #cocacola",NA,0,"1"
2613,2613,"2613",NA,"Refrescando #AtWork #CocaCola",NA,1,"9"
2614,2614,"2614","Serbia"," #cocacola #my #name #can #smiley #me #afternoon #belgrade #fun #refreshing #sunny #hot #day",NA,1,"9"
2615,2615,"2615","United Kingdom","Having a bottle of mark as there isn't a spencer ! #cocacola #coke #name #drink #working","SW7 1",2,"9"
2616,2616,"2616","Russia","#стаканы#cocacola#накопила#ура","186930",0,"9"
2617,2617,"2617",NA,"#blondyn #cocacola #awww",NA,0,"9"
2618,2618,"2618","Hungary","Where is mine? #soulsister #soulbrother #cocacola #boring #alone","8600",0,"9"
2619,2619,"2619",NA,"kola light #cocacola #light #zero #可口可乐 #中国",NA,0,"9"
2620,2620,"2620","Hungary","Most nagyon művészi leszek, ha a ""sors"" címet adom ennek a képnek? :D","6724",16,"1"
2621,2621,"2621","Russia","А мы собрали коллекцию
#cocacola #сочи2014 #олимпиада #стаканы #коллекция #инструкция","123363",0,"9"
2622,2622,"2622",NA,"Afslapning på bedste vis! #relax @elledanmark @costumedk #fashion #chill #macbook #music #cocacola #elskerlivet! ❤",NA,2,"1"
2623,2623,"2623","Italy","Trovata! #coca #cola #cocacola","47034",2,"9"
2624,2624,"2624",NA,"Entreno catalana sub 16! @fidel_sanchez  @joan8gibert  #esfuerzo #trabajo #futbol #seleccion #cocacola #cup #catalana #calite",NA,1,"9"
2625,2625,"2625",NA,NA,NA,20,"10"
2626,2626,"2626","Italy","Chi vuole condividere una coca cola con me!? #cocacola#serena#condividere","47822",0,"1"
2627,2627,"2627","Brazil","Vamos visitar a loja nova de Luziania ? Belissima loja Lust ! Sucesso Lust Luziania! #lustbrasil #lustwatches #lustrelogios #diadosnamoradoslust #relogios #watches #watchporn #watchoftheday #watchnerd #store #luziania #cocacola","71520-000",7,"6"
2628,2628,"2628",NA,"Se me agota mi #felicidad #cocacola #activo",NA,0,"9"
2629,2629,"2629",NA,"Finally found one with my name on it!! #cocacola #depressing #having #a #retarded #name #thanks #parents #instacomeback #intagram #missedyou #gay #shoutout #shoutoutteam #lol",NA,3,"1"
2630,2630,"2630","Italy","#beach#sea#cocacola#sun#summer ☀",NA,1,"1"
2631,2631,"2631",NA,"Yuppy :D #the#happy #cocacola#ahahaha#pizzata",NA,0,"9"
2632,2632,"2632",NA,"Polarbear#giant#Marty#soft#squishy#nice####white#red#black#cocacola#",NA,1,"9"
2633,2633,"2633",NA,"potato wedges + coke =  #PizzaInn #CocaCola",NA,0,"9"
2634,2634,"2634","Czech Republic","Preparing for summer","763 02",16,"1"
2635,2635,"2635",NA,"cinemaparadiso#paris#grandpalais#good#moment#pauline#romane#afternoon#good#day#with#friend#share#moment#with#your#friends#cocacola#rain#roller#grease#video#game#vintage @romanegreen ",NA,1,"9"
2636,2636,"2636",NA,"Skateboard wall ! #skateboard #wall #room #cocacola #stickerbomb",NA,0,"9"
2637,2637,"2637",NA,"ездили с любимым за бокалами ^^ #sochi2014 #cocacola http://t.co/2pjqgTGFKW",NA,NA,NA
2638,2638,"2638",NA,"Vivien #cocacola http://t.co/DSXOvW0E27",NA,NA,NA
2639,2639,"2639",NA,"It has been a while since I had a bottle of Coke. #cocacola #ottawa http://t.co/5ZzHHefcuo",NA,NA,NA
2640,2640,"2640","United Kingdom","#coke #with #my #name #on #it #and #it #is #not #diet #coke #buzzing #love #you #coca #cola #cocacola","LN11 9",1,"9"
2641,2641,"2641","Portugal","VILA NOVA DE GAIA, PORTUGAL 13/06/13 17:34 #Travelgram #coke #cocacola #sun  #elcorteingles","4400",0,"9"
2642,2642,"2642",NA,"Jee vahetusõpilane Pihkvast leidis ka oma nime! :) #cocacola #pihkva #hipster #darja",NA,3,"1"
2643,2643,"2643",NA,NA,NA,59,"10"
2644,2644,"2644",NA,"#perfect #breakfast #hotcheetos #cocacola #collegelife lol",NA,6,"1"
2645,2645,"2645",NA,"Yummyyyyy!!! #cherry #cocacola #coke #cherrycoke #cocacolacherry #doritos #nachos #salsadequeso #yummy #rico #foodporn #comida",NA,2,"5"
2646,2646,"2646",NA,"#Myphotographic #My #photography #ZezeSa #cocacola #beautiful #nice #love #jed #jeddah #ksa #Artist #Art #design #pic #photo #pretty  #sunset #life #follow #followback #instamood #instagood #great #gold #instagram #igers #Art",NA,178,"10"
2647,2647,"2647",NA,"#McDonald's #I'mlovinit #CocaCola #with #friend #bez #ladu",NA,0,"9"
2648,2648,"2648",NA,"#cocacola #coke #tshirt #top #fashion #love #want #this #long #hair #brown #brunette #summer #tanned #bracelet #pretty #like",NA,1,"7"
2649,2649,"2649","Italy","@madamegioiahome","20144",1,"1"
2650,2650,"2650",NA,"German Language - Difficult Language. I haven't no plan what that mean :$ but it is a cool tin :DD #beautiful #tin #cocacola #red #white #follow4follow #swag #yolo #peace #boring #love #laugh #feeling #moments",NA,2,"9"
2651,2651,"2651","Poland","Co tam Wiktoria, ważne, że ma #cocacola","26-500",2,"10"
2652,2652,"2652","Italy","Ahahaha geniale #cocacola #lavip #condividicon","34127",0,"1"
2653,2653,"2653",NA,"Omg. Da notare la Coca Cola ** #cocacola #merenda #cicciona #a #piede #libero #lol #instalol #instaparty #instamerenda",NA,0,"1"
2654,2654,"2654",NA,"Encore une en plus #cocacola #instaphoto",NA,1,"9"
2655,2655,"2655",NA,"Coke from japan and USA just epic bottles :) #cocacola #cola #coke #japan #usa #instadaily #instacool #instafun #picoftheday #instagram #instafollow #instaawsome #instapic #instamessage",NA,3,"9"
2656,2656,"2656",NA,"#goodmorning #Laziness  #comfy #Socks #cocacola",NA,0,"9"
2657,2657,"2657",NA,"I really think that you should all follow @tegs_xox because she is fabulous and her photos are great and help her get to 500 followers because she is amazing okay and I will give you a singing porcupine called Pokey who will give you hugs at night okay gogogogogogogogo @tegs_xox @tegs_xox @tegs_xox #followher #follownow #followforaunicorn #followforacookie #followhernow #f4f #followfollowfollow #followforfollow #ifollow #cocacola #photos #pretty #prettyinstagram #hashtag #followoriwillgetyou #okay #followers #needsmorefollowers #500",NA,5,"7"
2658,2658,"2658",NA,"#share #a #coke #with #habibi #cocacola",NA,2,"1"
2659,2659,"2659",NA,"#hayley #jason #cocacola #names #cute #bottles",NA,0,"9"
2660,2660,"2660",NA,"friends passed exam <3
#cocacola #friends #zagreb #croatia #no #more #school",NA,0,"9"
2661,2661,"2661",NA,"Share a CocaCola with Friends #cocacola#share#friends#fresh#drink#love#instagood#instamood#summer2013",NA,1,"1"
2662,2662,"2662","Austria","I just love this city  #vienna #austria #wien #cocacola #hofburg #mozart #demel","1010",0,"10"
2663,2663,"2663",NA,":) #emilianolozio #cocacola #trieste",NA,0,"9"
2664,2664,"2664",NA,"Wee Boss! #ciccio #friend #boss #cocacola",NA,0,"9"
2665,2665,"2665","Italy","#drink #cocacola #with #smiling #people @ci_bi @g_greta @insta_bebe @leonardoboni7 @nicola_bini @andrea_dido @porch03 @oliveemiele","51016",0,"9"
2666,2666,"2666",NA,"#cocacola #fanta #lipsmacker",NA,0,"9"
2667,2667,"2667",NA,"Pretty cool, Marc Jacobs coke light. #cocacola #coke #cokelight #light #marcjacobs #southafrica #sandtoncity #drinks",NA,1,"9"
2668,2668,"2668",NA,"#cocacola #vanilla #finally #in #czechrep #mnaam #kamo",NA,0,"9"
2669,2669,"2669","United Kingdom","We deserved coke after today! #knackered #veterinarynursing #work #vets #cocacola #fobwatch #scissors #bvnabadge #home","BB5 2",0,"9"
2670,2670,"2670",NA,"3 em 1 #cocacola #sumol #summer #hot #lunch #friends #today #friendship #happy #Instadrink #funny",NA,3,"9"
2671,2671,"2671",NA,NA,NA,2,"9"
2672,2672,"2672","Poland","#cocacola #szefowa :D","73-110",0,"9"
2673,2673,"2673",NA,"#Momento #Relax #CocaCola #Like #Adicta",NA,0,"9"
2674,2674,"2674",NA,"#chipsy#cola#gramy#w#lola#cocacola#nie#mamy#czipsuw#playing#computer#games#league#of#legends#leagueoflegends#haha#smoke#weed#marlboro#so#romantic",NA,2,"9"
2675,2675,"2675",NA,"#Cocacola#with#my#name#happy",NA,0,"9"
2676,2676,"2676",NA,"Welcome Summer ",NA,90,"6"
2677,2677,"2677","United States","Hahahahahah the irony I saw this in Harris Teeter today. Maybe if I drink enough Coke I can get a free diabetic generic  #hilarious #irony #cocacola #diabetic","28037",0,"9"
2678,2678,"2678",NA,"Yolo, wird wohl nichts mit "" diesen Monat kein Alkohol"" #cocacola #drink #osborn #lecker #alcohol #alkohol #hannover #germany #yolo #yeah #week""end""",NA,2,"1"
2679,2679,"2679","Norway","bought myself a whole tray of these!  #Marc #Jacobs ##CocaCola #Light  #Sweden #Svinern ","1710",0,"10"
2680,2680,"2680",NA,"On va s'amuser avec tout ca ! #Haribo #M&M #Milka #Carambar #CocaCola #Nutella #30RecettesCulte",NA,0,"9"
2681,2681,"2681","Russia",NA,NA,99,"10"
2682,2682,"2682",NA,"#original#famous#popular#dope#crooks#instinct#snapback#checkout#charthart#obey#mirror#miracle#angel",NA,78,"1"
2683,2683,"2683",NA,"Fant navnet mitt!! #cocacola #coca #cola #brus #arildegg #jippi #nam #nrjnorge #instagram #insta #dulbeg #yolo",NA,2,"1"
2684,2684,"2684",NA,"#condividi #cocacola #antonia #zucchetta #ile #friendship #love",NA,0,"9"
2685,2685,"2685","Italy","Con tutte quelle,tutte quelle bollicine! ✌ #cocacola #me #instalike #instaphoto #picoftheday #pic #photooftheday #l4l #like","00174",0,"9"
2686,2686,"2686",NA,"#drinking #partyhard #party #captainmorgen #cocacola #cola #fun #partywithfriends #friends #friendship #friendshipismagic #captainwithcola #instaparty #instaphoto #instabest #followme #alcohol",NA,2,"9"
2687,2687,"2687","Russia","#follow4follow#swag#my#baby#my#life#my#princess#my#love#shoutoutback#photo#friends#instamood#insta#ipad#instagram#instacollage#l4l#lazy#likeme#look#loveyou#cocacola#behappy#hair#hand#happy",NA,98,"10"
2688,2688,"2688",NA,"Jak miło :) #cocacola #martin #bottle #cola #drink",NA,0,"9"
2689,2689,"2689","South Africa","Marc Jacobs limited Ed coke light avail this month! #marcjacobs #cocacola #lux #designer #colab #fun #art #fashion #love","8005",2,"9"
2690,2690,"2690","United States","#weloveatl #manuelstavern #manuels #atl #atlanta #atligers #igersatl #cocacola  ponceyhighlands #north #highland #landmark #igdaily #instagramhub #instaaaaah #instagood #instafood #instabest","30306",6,"1"
2691,2691,"2691",NA,"#deftones #lineup #songs #concert #diamondeyes #koinoyokan #rock #2013 #axefx #tama #marshall @deftones",NA,18,"10"
2692,2692,"2692",NA,"#viciomaldito #cocacola",NA,1,"9"
2693,2693,"2693","Mexico","A desayunar !!!! #breakfast #photooftheday  #cocacola #sopa #fast #dia #sun #rico","72819",1,"9"
2694,2694,"2694",NA,"Coma diabetico! #torta #fresas #cocacola",NA,0,"1"
2695,2695,"2695",NA,"#fun #instagramers #foodporn #food #smile #pretty #followme #nature #lol #dog #cocacola #paris #sunset #swag #throwbackthursday #instagood #beach #statigram #friends #hot #funny #blue #life #art #instahub #photo #cool #pink #bestoftheday #clouds",NA,13,"10"
2696,2696,"2696",NA,"#me#drink#dronk#quisigode#instagram#instagrames#instapic#picofday#followme #followforfollow#follow4follow#f4f#igers#squaready #outfit #coffe #cola#coca#cocacola#santospirito#m",NA,2,"10"
2697,2697,"2697","Sweden","Dela en coke?  @linusmaja","686 33",1,"1"
2698,2698,"2698",NA,"#cocacola",NA,0,"9"
2699,2699,"2699","Italy","#cocacola #drink #drinks  #TagsForLikes  #bar  #thirst #thirsty #instagood  #glass photooftheday *.*","52028",0,"1"
2700,2700,"2700",NA,"#cocacola #love #like #instagram #summer #follow #coke #me #cute #drink #instagood #cola #and #swag #follow4follow #happy #followback #likeforlike #share #beautiful #sun #followme #instamood #instacool #pink #with #summertime #instadaily #food #instapic",NA,4,"7"
2701,2701,"2701",NA,"#cocacola #korea #cuba #gandhi #hitler",NA,0,"9"
2702,2702,"2702",NA,"#felicità #cocacola #nuovesigle #finescuola #summer #2013 #estate #instafollow #instaphoto #iloveyou",NA,2,"9"
2703,2703,"2703","Brazil","#cocacola","41610-740",0,"10"
2704,2704,"2704",NA,"Simdi final zamani #bestfiend #me #longhair #angel #cocacola #shirt #grey #red #white #english #",NA,2,"9"
2705,2705,"2705",NA,"Love this❤#cocacola#vanilla#cocacolavanilla#love#it#drink#coke",NA,1,"1"
2706,2706,"2706",NA,"#vidaa #gordice #massaviva #CocaCola",NA,0,"1"
2707,2707,"2707","Italy","#CocaCola#myname#Lisa#me#style#smile#drink#","41126",2,"1"
2708,2708,"2708",NA,"#kirsty #louise #kirstylouise #cocacola #firstname #middlename",NA,0,"9"
2709,2709,"2709",NA,"Buen provecho. #burgue #almuerzo #papitas #cocacola #forevergorda #coctel #hamburguesa #happy #instagram #love #instapic",NA,3,"9"
2710,2710,"2710",NA,"#cocacola #love #light #dorst #verfrissend #shareacokewith",NA,2,"9"
2711,2711,"2711",NA,"#eccola#cocacola#prospero#trovata#yes#sononapasqua",NA,0,"9"
2712,2712,"2712","Netherlands","Reading this book for English! I drink too much coke... 
#f4f #potd #picoftheday #photooftheday #instamood #instagood #instalike #instafollow #instagramhub #instagramfollow #iphonesia #iphoneonly #followback
#cocacola #obsessed #english #book #like #love","1069",9,"1"
2713,2713,"2713","Canada","#InstaStampede of the day! #cokestage #cocacola #concert #stampede #calaryystampede @calgarystampede #hashtagabuse #crowds #winner #likelikelike","T2P",1,"9"
2714,2714,"2714",NA,"#cocacola #swag #Julia @mandarynq #zazdrościsz #mi #mojego #pięknego #imienia #wiem #to #follow4follow #ale #mam #poskudne #paznokcie #fuj",NA,0,"9"
2715,2715,"2715",NA,"#piccollage #skittles #snickers #DC #M&M's #cocacola #englishproject #proudofus #greatjob #sophomores",NA,0,"1"
2716,2716,"2716",NA,"#OMFG #cola #cocacola #fladche #mit #meinem #namen #merle #steht #drauf: #trinkNeCokeMitMerle #yeay #freu #partyhard *-* #swag #yolo #voll #die #hipster #flasche :D",NA,0,"9"
2717,2717,"2717","Brazil","Lançamento Chinelo Coca Cola Garden! Aproveitem 12x Sem Juros + Frete e Troca Gratis confira toda a linha em nosso site www.radanesportes.com.br #cocacolashoes #cocacola #radanesportes #fretegratis","93025-000",3,"5"
2718,2718,"2718",NA,"rockstar with which I can share it?❤
#cocacola #cool #rockstar #share #retrica #wow #amazing #likeforlike #tagsforlikes #me #and #cocacola #collage #red #iphone4s #instafun",NA,1,"9"
2719,2719,"2719","Turkey","#thanksmigros #nostalji #cocacola #instaeffect","34488",0,"1"
