"X","Unnamed..0","instagram_likes","instagram_comments","instagram_followers","country","title","zip","X.cocacola","X.coke","X.love","a","X.drink","X.cola","my","i","X.me","X.instagood","the","X.followme","X.summer","X.like","X.red","X.name","X.coca","with","X.instagram","coke","X.follow","X.friends","X.happy","coca","de","X.picoftheday","to","X.share","cola","X.photooftheday","X..","and","X.my","X.food","X.tagsforlikes","me","X.instadaily","X.cool","X.instamood","la","X.fun","X.cute","this","X.girl","in.","X.with","X.like4like","X.swag","is","of","kmeans"
5681,"5681",0,0,8,NA,"#cocacola #glass #mcdonalds #mccafe",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
4675,"4675",0,0,119,NA,"leichy je bas  frendica. #cocacola @lea_babic ☺",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
6327,"6327",4,0,105,NA,"Dont drink And drive ( unless. Ur in The passenger Seat lol ) fooled ya Its just à coke look at The colour #cocacola#drive#drinks#icecold#chick#drunk#fun#alcohol#southern comfort#",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"8"
7365,"7364",9,0,138,"Turkey","#cocacola #nonstop #ruffles #yummy #funny #happy","06520",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1450,"1450",2,0,83,NA,"#cocacola #cola #z #napisem #daria #sun #goodday #phone #instalike #instagood #evening #loveit #hot #good #freetime #sunshine #nice #chill",NA,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
4041,"4041",2,0,44,NA,"Bizde icecekler şişeye göre alınır. #bootle #drink #coke #cocacola #wine #whisky #cognac #beer #alchol #chocalate #retro #happyhour #instagood #instamood #instalike",NA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"8"
4556,"4556",67,2,756,NA,"My personal Coca Cola!!",NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
10650,"10649",0,1,33,NA,"#cocacola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
4072,"4072",5,1,484,NA,"Very clever - they even got me to take a picture of it",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3"
9921,"9920",1,0,81,"Guatemala","Quinceañera..!!!!! #cocacola #soda #gt #work #pasión #truelove",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7456,"7455",18,3,107,NA,"#cocacola #name #coca #cola #shareacoke",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1872,"1872",1,0,396,NA,"Finally got one! #share #a #coke #with #aoife #finally #found #my #name #cocacola #l4l",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2"
1080,"1080",NA,NA,NA,NA,"#Emelec y la #CocaCola lo mas hermoso que hay :D http://t.co/ZLihwsPvf3",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
7390,"7389",9,0,51,NA,"#ripari #mäyhät #ft @mmmage #pepsi #cocacola #pringles #candyking #tortillachips",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1143,"1143",NA,NA,NA,NA,"Wooooo #cocacola http://t.co/hbyc1raqUA",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9912,"9911",0,0,1,NA,"#cocacola#daria",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
11440,"11439",15,1,205,NA,"I swear I did not order this",NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2"
4054,"4054",1,0,30,NA,"Love vanilla cola but its so over rates #cocacola #vanilla #thirsty #soda #overrated",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
2763,"2763",0,0,46,"France","✌ #jennifer #cocacola","44230",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
9499,"9498",0,0,863,NA,"Min coca cola samling :) #Shareacoké #cocacoladk #cocacola #cocacoladenmark",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4"
2527,"2527",2,0,2388,NA,"Un guillaume pour partager ;) #lol #cocacola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7"
1192,"1192",3,0,120,NA,"#karolina #coca #cola #cocacola #lans #TagForLikes #follow_for_follow #follow #followme #go #to #london #boring #but #great",NA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5410,"5410",0,0,215,"Hong Kong SAR","#cheers #tocoke #yearofcokeatcannes #nambouwambou #cocacola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
6685,"6684",29,0,162,NA,"#cola #cocacola #mums #likeforlike #like4like #love #like #l4l #followforfollow #follow4follow #followme #follow #f4f #instadaily #instamood #instagood #pic",NA,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"8"
3715,"3715",0,0,74,NA,"Mentos. <3 #mentos #cocacola #strawberry #tuttifruity.",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
11307,"11306",8,0,2341,NA,"JulKath with Kuya Joseph Marco. :) #cocacola #itona #bestfriends #kathrynbernardo #juliamontes #julkath #both #gorgeous #pretty #beauty #girlcrush #pinay #pinoy #philippines #picoftheday #instafollow #follow4follow #f4f #like4like #l4l #tagsforlike #forever #fangirl :"") #teen #queen #star #princess #girl #crush #nofilter [IG] x (CTO)",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"7"
9615,"9614",0,1,533,NA,"Suck eggs, I got one",NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
686,"686",0,0,104,"Netherlands","M'n collectie is compleet #cocacola","4133",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"8"
5976,"5976",2,0,7,NA,"Artist: @drawing4smiles  #cocacola #cola #art #drawing #red #pencil #braid #woman #ilove #talent #artist #awesome",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1933,"1933",2,0,97,NA,"Share a coke with dan? Like @danisnotonfire ?... Oh yes #danisnotonfire #dan #coke #cocacola #zero #bus #advert",NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5596,"5596",2,0,288,"New Zealand","Haha! #cocacola #undercover #tagsforlikes #doubletapthis #lol #haha #fantavscoke","0632",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
1463,"1463",189,4,1920,NA,"Photoshopping with who cares attitude.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7"
8172,"8171",18,0,569,NA,"#CocaCola #Vintage  #PaintedGlass #pretty #turquoise #Maroon #®",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
3267,"3267",3,1,40,NA,"Fruits! Tag #girlziinspo",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
4720,"4720",0,0,15,NA,"Sisi!! #MiName #CocaCola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1881,"1881",3,0,360,NA,"hi leooooo #cocacola#romeo#black#and#white#today#picoftheday#photooftheday#instagood#instamode#instamood#love#happiness",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
5149,"5149",3,0,323,"Italy","No io me la bevo da sola!
#me #home #garden #cocacola #amore #foreveralone #nails #pink #fluo #breakfast #boh #sun #sunbathe #sunbathing #holidays #summer #music #picoftheday #instaddict #igers #l4l #likeback #tagforlikes #followme","21100",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2"
11150,"11149",29,6,519,"Italy","E poi il sole lo vedi tramontare..","71010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
1404,"1404",1,0,108,"Brazil","Melhor combinação de todas @ingridelii *o* #pipoca#cocacola","88103-700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7465,"7464",27,1,3347,NA,"coca cola ball 2012 celebrating cokes 100 yrs in the philippines w piolo pascual @garryvalenciano, @jovitbaldivino @arnelpineda #cocacola @bubupjp  #throwbackthursday",NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"9"
108,"108",3,0,110,NA,"#GYM  #Smile #Body #Look #coke #cocacola #phone #Happy #Hello #Boy #Photoftheday #picoftheday #StayStrong #Warrior #WeCantStop #like #Likeforlike #fallow #fallowback",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1763,"1763",0,0,46,NA,"I'm my own friend (y) #cocacola #french #keithharing #bedroom",NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1126,"1126",0,0,187,NA,"#omg#omfg#chuckbass#blairwaldorf#chair#chuckandblair#edwestwick#leightonmeester#leighted#gossipgirl#gg#bestcoupleever#epiclove#cocacola#coke#coca",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
5316,"5316",0,0,60,"Russia","#my #russian #breakfast #summer #sprite #food #fanta #cocacola #пицца","113546",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5402,"5402",0,0,40,NA,"#bro #cocacola #fresh",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
207,"207",0,0,29,NA,"#cocacola #coca #cola #limited #edition #personalizzata #personalized #dj #condividi #share #simon #ricci",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1492,"1492",1,1,24,NA,"Insta can #coca cola #drinking",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5508,"5508",0,0,130,"United States","#latenightsnack #grilledcheese #cocacola","87105",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7470,"7469",8,2,197,NA,"Partagez un coca avec moi ^^ #cocacola #bottle",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
6547,"6546",10,0,623,NA,"My new #cocacola #water #healthy #refreshing #body #fitness",NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
7580,"7579",5,0,177,NA,"So hungry. #food #fastfood #meal #mcdonald's #cheeseburger #chips #cocacola #yummy #hungry",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
10581,"10580",34,0,328,NA,"Jsem miláček.#darling#cocacola#love#drink#my#hand#coke#classic",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
5800,"5800",5,0,108,"United States","Made it through!!! #CocaCola #Atlanta #UTP2013","30313",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
6999,"6998",3,0,239,NA,"Its back !!! #CocaCola #vanilla #myfavrote",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
10784,"10783",0,0,318,NA,"Time to.. And  #thatsmysecondname #doesthatcount #cocacola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
9803,"9802",0,0,235,"Switzerland","#coke #coca #cola #cocacola #number1","1204",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
850,"850",0,0,39,NA,"Love the Italian coke cans #love #coke #coca #cocacola #cola #drink #red #can #italy #italia",NA,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5431,"5431",0,0,63,NA," #chips #lays #doritos #sunflowerseed #cocacola #chocolat #lastdayswithclass #jammingirls #harlemshake",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
3745,"3745",2,0,0,"Hungary","Kóláék nagyon promóznak #cocacola #friends #marketing #summer","1087",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
3834,"3834",110,3,1085,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4"
3216,"3216",0,0,210,NA,"@sophieleonielangdon #cocacola",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
10414,"10413",1,0,56,NA,"Coke #refreshing #delicious #summer #instalove #lemon #ice #coke #cocacola",NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7379,"7378",13,0,168,NA,"La bebida de la muerte
#cocacola #thirsty #parquemonagas #sunglasses #summer #summercamp #verano #gafas #sol #sediento #ponce #puertorico",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2"
7709,"7708",32,3,260,"Finland","#movies #biorex #kauheakankkunen #hangover3 #with #my #lovely #boyfriend ♡ #popcorn #cocacola","13200",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2"
8942,"8941",5,0,87,NA,"Back in stock! #vintage #cocacola #drpepper #decor #musthave",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"8"
6589,"6588",3,0,134,"United States","Ahhh that first swig is always the best! #cocacola","35758",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"8"
6837,"6836",11,0,403,"United States","Hmm... #cocacola #pepsicola #pepsi #coke #weird #mixedup #gay #life #adventure #yesterday #shopping #antiques #amazing #wonderful #gorgeous #friend #exciting #funny #laugh #soda #pop #sodapop @csmits92","84098",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3"
9349,"9348",0,0,181,NA,"#cocacola#star#cool#amazing#condividi#followme#istanfollow#beautiful#destory#pdrl#cazzo#bello#stella#istagramweb#istanlike#likephoto",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
1280,"1280",0,0,166,"United Kingdom","Can call me. #P #Paula #Coke #CocaCola #NamedCoke #Name #Stacey #FalseOne","YO24 3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
9391,"9390",4,0,51,NA,"#pom #pomeranian #puppy #cocacola #cola #шпиц всегда кока #кола #photooftheday #strogino #moscow #строгино",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
9411,"9410",3,0,198,NA,"Another one from #olympic torch festival #liverpool #Liverbirds #cocacola #summer",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
867,"867",1,0,110,NA,"#food #japan #delicious #cocacola #dinner #japanese #sushi #cup #yakisoba #water #salmon #soja #rice #fish #tagsforlikes #instalike #instapic #picoftheday #night #swag #summer #fat #sakura #restaurant #happy #love #l4l #like #nice",NA,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8"
8334,"8333",5,0,55,NA,"#cocacola #marie #bons #moments",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
7477,"7476",12,1,95,NA,"Fisketur med @jonask1 :) #teisendammen #fishing #nature #natur #cocacola #øl #lysholmer #trondheim #norway",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
5810,"5810",NA,NA,NA,NA,"@TiniCuadrelli !!! for u ...gracias nena, LOVE IT. Lo maximoooo, #ChillOut #CocaCola espero que te llegue la $, XoXo. http://t.co/kqaC33WuFJ",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
3011,"3011",1,0,51,NA,"Je t'aime cherry  #lol #Coca #Cola #Cocacola #Cocacolacherry #Juice #Love #like #Inlove #best #VeryBest",NA,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
135,"135",6,0,338,NA,"#Snack #IceCream #Caramel #Giangrossi #Coke #CocaCola #Mallorca #Friends #Perfect #Fantastic #Delicious #Madrid #Spain #España #instapic #instacool #instagood #instaperfect #instafantastic #instaawesome #instagram #instagramhub #tweetgram #instamadrid #instaspain #instafriends #instanice",NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2"
3190,"3190",0,0,115,NA,"#istrogonofe#arrozbranco#cocacola#nada melhor#almoçao.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
1677,"1677",1,0,1,NA,"#With#The#Best #Breakfast #CocaCola #RedBull #Kinder #Cookies ...",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
2159,"2159",0,0,64,NA,"#coca#cola#cocacola#rouge#like.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
4664,"4664",6,0,305,NA,"NO IN QUESTO MOMENTO NON C'È :( #likeback #taptap #dubletap #followme #followback #10like #likefourlike #likeme #like4like #lattina #amore #love #yeye #estate #cocacola #red #white #withmymum",NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"2"
79,"79",1,0,36,NA,"#cocacola#destapalafelicidad#terraza#noche#calor#veranito#vacaciones#insta#noche.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
