,Unnamed: 0,Unnamed: 0.1,instagram_likes,instagram_comments,instagram_followers,country,title,zip,#cocacola,#coke,#love,a,#drink,#cola,my,i,#me,#instagood,the,#followme,#summer,#like,#red,#name,#coca,with,#instagram,coke,#follow,#friends,#happy,coca,de,#picoftheday,to,#share,cola,#photooftheday,:),and,#my,#food,#tagsforlikes,me,#instadaily,#cool,#instamood,la,#fun,#cute,this,#girl,in,#with,#like4like,#swag,is,of
9302,9302,9301,12.0,0.0,841.0,,#sony #vaio #cocacola #night #internet #follow #followme #followback #follows #followers #follower #follow4follow #followforfollow #instafollow #TFLers #TagsForLikes #time #to #sleep,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9303,9303,9302,1.0,0.0,42.0,,#Trabalho#amo#promotor#cocacola#,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,9304,9303,64.0,6.0,2303.0,Poland,,44-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9305,9305,9304,1.0,0.0,55.0,,#cocacola #iphoneonly #onlycocacola @ste_co,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9306,9306,9305,1.0,0.0,108.0,,And finally I have got..:) #cocacola #Rami #haha #made #crazy #afternoon #instalike #instaphoto #instagram #instapic #instagood,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9307,9307,9306,13.0,0.0,377.0,,Imagine☺ #cocacola,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9308,9308,9307,9.0,0.0,160.0,,Loving these lip balms!! Got the coca cola one today :) #abeautifulmess #lipbalm #lipgloss #sprite #cocacola #coke #drink #tesco #fizzy #red #green #makeup #beauty #love #life #cool #awesome #instacool #instalike #picoftheday #wow #tagforlikes #t4lers #iphone,,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9309,9309,9308,8.0,0.0,472.0,Dominican Republic,Cokellage. #cocacola #pixels #collage #instamood #instadaily #design #instartist #smile,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9310,9310,9309,2.0,0.0,203.0,Lithuania,#die #bitch #cocacola #skarba,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9311,9311,9310,6.0,0.0,504.0,,Best kinda coke  #cocacola #glassbottle #perfect #coke #drink #amazing,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,9312,9311,4.0,1.0,158.0,,Fail!!,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9313,9313,9312,0.0,0.0,103.0,,#martes #comida #rum #alcohol #sanangelinn #cocacola Comida del R1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9314,9314,9313,1.0,1.0,74.0,,"#CocaCola
He shared it with me :) :D",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9315,9315,9314,0.0,0.0,69.0,,So this is my babe Jose Andres♥ #lovehim #babe #boy #panamenian #nitrocity #pty #cocacola #sunny #day #he #is # the #cutest #boyf *-*,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9316,9316,9315,8.0,0.0,342.0,,#amica #pomi #love #vintage #summer #cocacola #red #amore #instagold #instamood #instamoment #instafood #cool #beautiful #tags #followme #followforfollow #like4like #life #pleasefollow #pictureoftheday,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
9317,9317,9316,0.0,0.0,20.0,Austria,Danke Schatzi :) #CocaCola,1110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9318,9318,9317,6.0,1.0,493.0,United States,#Zam with Sophia and I.,48084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9319,9319,9318,7.0,1.0,99.0,Italy,Tesoro ❤ Amore,20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9320,9320,9319,0.0,0.0,679.0,,Coca-Cola ♥ #cold #cocacola #cola #drink #like #edit #amazing,,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9321,9321,9320,1.0,0.0,32.0,France,Goodies ! #cocacola #nailart #nails #npa #cinemaparadiso #grandpalais,75008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9322,9322,9321,5.0,0.0,103.0,,:3:3 #crazy #cocacola #lol #likers #cena #cool #likers #gramboss #instamood #ifollow,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9323,9323,9322,3.0,0.0,873.0,,Grazie Amoreee ❤❤❤❤ che dolcioso che sei! @franceschiniandrea  #cocacola #sara<3 #love #you,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9324,9324,9323,0.0,0.0,273.0,,#colddrink #thirsty #nighttime #bed #cocacola #cold #drink #bestgirlfriend @sarahdev20,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9325,9325,9324,1.0,0.0,190.0,,#cocacola #light #coleccion #verano #2013 #colorful #tarde #aburrida #sola #hola #chao #jiji,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9326,9326,9325,0.0,0.0,1.0,,#studia #nauka #cocacola,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9327,9327,9326,0.0,0.0,8.0,,#Adiccion #cocacola #delicioso,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9328,9328,9327,7.0,1.0,35.0,,Killing late night hunger with McDonalds - ThankGod they offered to deliver at 2.30am #mcdonalds #nuggets #fries #coke #cocacola #mcfries #mcnuggets #mcd #lahore #dha #xxblock #yblock #latenight #lahori #desi #pakistani #pk #pakistan #american #california #losangeles #lasvegas #sanfrasisco #nyc #newyork,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9329,9329,9328,10.0,0.0,291.0,,#amore #mio #cocacola #silvia #instacazzo #italy #coloreitaliano #happy #smile #love #macchina #iphone #photo #xoxo #ahaha #tiamo #me #you #boyfriend,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330,9330,9329,115.0,1.0,559.0,,La tenerezza @frasteff,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9331,9331,9330,0.0,0.0,29.0,,#cocacola #cherry #beste,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9332,9332,9331,0.0,0.0,96.0,,Got my name the other day! #shareacoke #CocaCola,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9333,9333,9332,1.0,2.0,196.0,,Vida mais ou menos essa (:,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9334,9334,9333,2.0,0.0,116.0,,"#LUNCH 
#YUMM #CALIFORNIABURRITO #COCACOLA",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9335,9335,9334,0.0,1.0,83.0,,Drinking it up:) #cokeacola #coolbottle #yummy #ilovepop @xxurdemonxx,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9336,9336,9335,5.0,1.0,23.0,Russia,#макдак #mcdonalds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9337,9337,9336,1.0,0.0,31.0,,"Mmmm, tamanicaaaa. :-D #cocacola #tamanica #frikom #kapri #best",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9338,9338,9337,3.0,0.0,454.0,United States,What I made to eat today #CamaronesAlaDiabla #Arros #CocaCola,90001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9339,9339,9338,5.0,1.0,567.0,,I controsensi - l'amore e la cattiveria,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9340,9340,9339,3.0,0.0,96.0,,I do #cocacola #tasty #1 #like #lol #follow,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,9341,9340,6.0,0.0,505.0,,Mmm. So good. ☺ #yep #sogood #yummy #awesome #coke #cocacola #drink #thirsty #calories #ohwell #whatever #amazing #likeforlike #like4like #l4l #like #omg #love :3,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9342,9342,9341,7.0,1.0,49.0,,#Yesterday#evening#was#a#tough#round #finland #tuusula #ambulance #nice #with #cocacola,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9343,9343,9342,3.0,0.0,105.0,,Drink me! #cocacola #coke #drink #foodies #foodigers #francesca #loveit #superloveit #picoftheday,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,9344,9343,0.0,0.0,63.0,,Haven't ate all-day Finally some real food!(x lol Syke! xp #munchies #chips #cocacola #candys #fatboyproblems,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9345,9345,9344,1.0,0.0,366.0,,"Filmezinho 3d , na fabrica da coca-cola *-* , #bestfriends #goodfriends #goodtime #adorable #love #adm #crazy #filme #princess #photooftheday #memories #live #girlfriends #happy #smile #rj #resenha #cocacola #likesforlikes #followme #comment #kiss .",,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9346,9346,9345,6.0,0.0,254.0,,#present #from #sarah #from #her #holiday #in #mexico #love #it #so #much #horse #shoe #charm #lipbalm #cocacola #pandora #step-mum #prezzi #lucky #yay,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9347,9347,9346,1.0,0.0,124.0,,@westcrib  #yeai#honey#shares#her#coke#with#me#love#cocacola#one#and#only#<3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,9348,9347,0.0,0.0,290.0,,Así se estudia con las cabras :) jijijiji #papas#fritas#berlines#cocacola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9349,9349,9348,0.0,0.0,181.0,,#cocacola#star#cool#amazing#condividi#followme#istanfollow#beautiful#destory#pdrl#cazzo#bello#stella#istagramweb#istanlike#likephoto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9350,9350,9349,1.0,0.0,109.0,,finally.. #cocacola #bottle #drink #my #name #finally ##,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9351,9351,9350,2.0,1.0,41.0,Brazil,Meu feliz dia dos namorados ^^,88735-000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9352,9352,9351,0.0,0.0,267.0,United States,Spit my coke back into the bottle when I read this!! #thanksforthelaughcoke #cocacola #jokes,34669,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9353,9353,9352,0.0,0.0,172.0,United States,Slurpee❤ #cocacola #fanta #coconut #slurpee #711 #awesummerflavors #yayy,11377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9354,9354,9353,5.0,1.0,133.0,Hungary,"""Hol a nevem?!"" :D #friends #cocacola",6722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9355,9355,9354,0.0,1.0,27.0,,Hih :),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9356,9356,9355,1.0,1.0,53.0,,#coca #cola,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9357,9357,9356,1.0,1.0,224.0,,Yumster lunch <3 (:,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9358,9358,9357,2.0,0.0,172.0,,#cocacola#drink#instagram#followme#instanlovers#catania#sweet#me#mine#goodtime,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9359,9359,9358,0.0,0.0,565.0,,"Me presenteei, rs. #me #now #igers #instagood #instacocacola #cocacola #cocacolashoes #like #likebacknow #likeforlike #likebackalways #followme #followforfollow #followbacknow #followbackalways #photooftheday",,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9360,9360,9359,3.0,1.0,129.0,,"Beste som har skjedd i dag❤
Fått brus av Julie #monica #cocacola #zero #tørst #drink #happy #thanks #",,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,9361,9360,1.0,0.0,36.0,,Share a coke with EVERYONE! :D #share #a #coke #with #everyone #shareacoke #shareacokewith #cocacola,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9362,9362,9361,1.0,0.0,15.0,,#cocacola #ice #glass,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9363,9363,9362,1.0,0.0,175.0,,I'm addicted to you! #boyf #addiction #coke #cocacola #drug #love #amour #igers #igerparis #instalove #instamood #instamoments #iphoneonly #iphoneaddict #instagramers #tieanddye #ombrehair,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9364,9364,9363,0.0,0.0,480.0,,#yum #wow #vanillacoke #mmmmm #from #spar #amazing #drink #after #school #haha #just #got #it #loveit #cocacola,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9365,9365,9364,1.0,1.0,177.0,Brazil,Coca-Cola #cocacola #cocacolaclothing #iphonesia #webstagram #studiol #shoppingrioclaro #diadosnamorados #fashion  #xadrez #tendencia,13506-845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9366,9366,9365,2.0,0.0,8.0,,:* #sloneczko #cocacola #boyfriend #love #perez #kortowo #olsztyn #sun,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9367,9367,9366,1.0,0.0,255.0,,#relax #stress #uni #water #cocacola #need #sleep #NAP #summer #spain #campus #nature #green #building #europe,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9368,9368,9367,3.0,0.0,55.0,,hahaha achei o meu nome :D #cocacola,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9369,9369,9368,0.0,0.0,302.0,,@_holleeeeee is now called Liz #cocacola#drink#new#name,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9370,9370,9369,4.0,0.0,92.0,,#today #campagne #cocacola #mannequin #beaugosse #friends @nina_bs1601 @gabrielle_m1106 #like #tfl #follow #me #follow #back,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9371,9371,9370,3.0,0.0,182.0,,Addicted ♡ #best#for#summer#sparkly#sweet#nosugar#nocarbs#nofat#cocacola#cocacolalight## obsession#addicted#love#like#yummy#in#my#tummy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9372,9372,9371,0.0,0.0,105.0,Slovakia,#CocaCola #Zuzka #pozdravujem #zo #Senca,903 01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9373,9373,9372,33.0,2.0,414.0,,Ascolta la tua sete,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9374,9374,9373,1.0,0.0,480.0,,#wow #loveit #vanillacoke #cocacola #haha #happy #surprised #face #mmmmm #in #my #uniform #got #it #from #spar #back #from #school,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9375,9375,9374,11.0,1.0,351.0,United Kingdom,#thank #you #mum #shareacoke #share #a #coke #with #rebecca #cocacola #lol #love #it #jelous #much #ahhhhh #ace #haha #makeaheart #doubletap #nohate,AB56 1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9376,9376,9375,5.0,1.0,184.0,Russia,"Второй раз на ""#великийгэтсби""☺☺☺ ура)",121087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9377,9377,9376,2.0,0.0,34.0,,Dont you worry child.. #schooltrip #cocacola #piestany #sunny #hot #goodweather,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9378,9378,9377,2.0,0.0,332.0,Mexico,I would like to share a Coke with... #share #coke #cocacola #coca #cola #soda #handsome #boy #gift #nee #special #whynot,78209,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9379,9379,9378,2.0,0.0,148.0,,#cocacola #tiamo #gioiedellavita #momentisereni #ice #cold #love,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380,9380,9379,7.0,0.0,765.0,,DISSETIAMOCI! #hahaha #Cocktail #Drink #Fruit #Mojito #CocaCola #Sete #Photooftheday #Tagforlikes #Igers #Instagram #Instagrammer #Instaday #Instadaily #Instafollow #Instaphoto #ILovePhoto #Instafollower #Instamood #Follow #Follower #FollowMe #Me #F4F.,,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9381,9381,9380,2.0,0.0,177.0,Brazil,"Coca-Cola 309,90 por 216,95
#cocacola #cocacolaclothing #moda #iphonesia #diadosnamorados #studiol #shoppingrioclaro #fashion",13506-845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9382,9382,9381,9.0,1.0,166.0,,Io vittima del packing? Perché? @robertoprov #condividiunacocacola #picoftheday #photooftheday #instaitalia #igerpalermo #love #drink #instacool #instamood #instalove #instapalermo,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9383,9383,9382,0.0,0.0,157.0,United States,Two metal #cocacola trays circa #1950s. Heavily scratched. #coke,25301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
